NUTS2024,NUTS2021,NUTS2016,NUTS2013,NUTS2010,NUTS2006,NUTS2003,NUTS1999
NA,UKK2,UKK2,UKK2,UKK2,UKK2,UKK2,UKK2
NA,UKK24,UKK21,UKK21,UKK21,UKK21,UKK21,UKK21
NA,UKK25,UKK22,UKK22,UKK22,UKK22,UKK22,UKK22
NA,UKK23,UKK23,UKK23,UKK23,UKK23,UKK23,UKK23
NA,UKG,UKG,UKG,UKG,UKG,UKG,UKG
NA,UKG1,UKG1,UKG1,UKG1,UKG1,UKG1,UKG1
NA,UKG11,UKG11,UKG11,UKG11,UKG11,UKG11,UKG11
NA,UKG12,UKG12,UKG12,UKG12,UKG12,UKG12,UKG12
NA,UKG13,UKG13,UKG13,UKG13,UKG13,UKG13,UKG13
NA,UKG2,UKG2,UKG2,UKG2,UKG2,UKG2,UKG2
NA,UKG21,UKG21,UKG21,UKG21,UKG21,UKG21,UKG21
NA,UKG22,UKG22,UKG22,UKG22,UKG22,UKG22,UKG22
NA,UKG23,UKG23,UKG23,UKG23,UKG23,UKG23,UKG23
NA,UKG24,UKG24,UKG24,UKG24,UKG24,UKG24,UKG24
NA,UKG3,UKG3,UKG3,UKG3,UKG3,UKG3,UKG3
NA,UKG31,UKG31,UKG31,UKG31,UKG31,UKG31,UKG31
NA,UKG32,UKG32,UKG32,UKG32,UKG32,UKG32,UKG32
NA,UKG33,UKG33,UKG33,UKG33,UKG33,UKG33,UKG33
NA,UKG36,UKG36,UKG36,UKG36,UKG34,UKG34,UKG34
NA,UKG37,UKG37,UKG37,UKG37,UKG34,UKG34,UKG34
NA,UKG38,UKG38,UKG38,UKG38,UKG35,UKG35,UKG35
NA,UKG39,UKG39,UKG39,UKG39,UKG35,UKG35,UKG35
NA,NA,NA,NA,NA,UKD2,UKD2,UKD2
NA,NA,NA,NA,NA,UKD21,UKD21,UKD21
NA,UKD62,UKD62,UKD62,UKD62,UKD22,UKD22,UKD22
NA,UKD63,UKD63,UKD63,UKD63,UKD22,UKD22,UKD22
NA,UKD3,UKD3,UKD3,UKD3,UKD3,UKD3,UKD3
NA,UKD33,UKD33,UKD33,UKD31,UKD31,UKD31,UKD31
NA,UKD34,UKD34,UKD34,UKD31,UKD31,UKD31,UKD31
NA,UKD35,UKD35,UKD35,UKD31,UKD31,UKD31,UKD31
NA,UKD36,UKD36,UKD36,UKD32,UKD32,UKD32,UKD32
NA,UKD37,UKD37,UKD37,UKD32,UKD32,UKD32,UKD32
NA,UKD4,UKD4,UKD4,UKD4,UKD4,UKD4,UKD4
NA,UKD41,UKD41,UKD41,UKD41,UKD41,UKD41,UKD41
NA,UKD42,UKD42,UKD42,UKD42,UKD42,UKD42,UKD42
NA,UKD44,UKD44,UKD44,UKD43,UKD43,UKD43,UKD43
NA,UKD45,UKD45,UKD45,UKD43,UKD43,UKD43,UKD43
NA,UKD46,UKD46,UKD46,UKD43,UKD43,UKD43,UKD43
NA,UKD47,UKD47,UKD47,UKD43,UKD43,UKD43,UKD43
NA,NA,NA,NA,NA,UKD5,UKD5,UKD5
NA,NA,NA,NA,NA,UKD51,UKD51,UKD51
NA,UKD72,UKD72,UKD72,UKD72,UKD52,UKD52,UKD52
NA,UKD73,UKD73,UKD73,UKD73,UKD53,UKD53,UKD53
NA,UKD74,UKD74,UKD74,UKD74,UKD54,UKD54,UKD54
NA,UKL,UKL,UKL,UKL,UKL,UKL,UKL
NA,UKM,UKM,UKM,UKM,UKM,UKM,UKM
NA,UKM7,UKM7,UKM2,UKM2,UKM2,UKM2,UKM2
NA,UKM91,UKM91,UKM24,UKM24,UKM24,UKM24,UKM24
NA,UKM75,UKM75,UKM25,UKM25,UKM25,UKM25,UKM25
NA,UKM76,UKM76,UKM26,UKM26,UKM26,UKM26,UKM26
NA,UKM77,UKM77,UKM27,UKM27,UKM27,UKM27,UKM27
NA,UKM78,UKM78,UKM28,UKM28,UKM28,UKM28,UKM28
NA,UKM92,UKM92,UKM32,UKM32,UKM32,UKM32,UKM32
NA,UKM93,UKM93,UKM33,UKM33,UKM33,UKM33,UKM33
NA,UKM82,UKM82,UKM34,UKM34,UKM34,UKM34,UKM34
NA,UKM83,UKM83,UKM35,UKM35,UKM35,UKM35,UKM35
NA,UKM84,UKM84,UKM36,UKM36,UKM36,UKM36,UKM36
NA,UKM94,UKM94,UKM37,UKM37,UKM37,UKM37,UKM37
NA,UKM95,UKM95,UKM38,UKM38,UKM38,UKM38,UKM38
NA,UKM61,UKM61,UKM61,UKM61,UKM61,UKM41,UKM41
NA,NA,NA,NA,NA,NA,UKM42,UKM42
NA,UKM63,UKM63,UKM63,UKM63,UKM63,UKM43,UKM43
NA,UKM64,UKM64,UKM64,UKM64,UKM64,UKM44,UKM44
NA,UKM65,UKM65,UKM65,UKM65,UKM65,UKM45,UKM45
NA,UKM66,UKM66,UKM66,UKM66,UKM66,UKM46,UKM46
NA,UKN,UKN,UKN,UKN,UKN,UKN,UKN
NA,UKN0,UKN0,UKN0,UKN0,UKN0,UKN0,UKN
NA,UKN,UKN,UKN,UKN,UKN,UKN,UKN
NA,UKN0,UKN0,UKN0,UKN0,UKN0,UKN0,UKN
NA,UKN06,UKN06,UKN01,UKN01,UKN01,UKN01,UKN01
NA,NA,NA,UKN02,UKN02,UKN02,UKN02,UKN02
NA,NA,NA,UKN03,UKN03,UKN03,UKN03,UKN03
NA,NA,NA,UKN04,UKN04,UKN04,UKN04,UKN04
NA,NA,NA,UKN05,UKN05,UKN05,UKN05,UKN05
NA,FI1C3,FI1C3,FI1C3,FI1C3,FI185,FI185,FI175
NA,NA,NA,NA,NA,NA,FI191,FI172
NA,NA,NA,NA,NA,NA,FI192,FI174
NA,UKC,UKC,UKC,UKC,UKC,UKC,UKC
NA,UKD,UKD,UKD,UKD,UKD,UKD,UKD
NA,UKH,UKH,UKH,UKH,UKH,UKH,UKH
NA,UKI,UKI,UKI,UKI,UKI,UKI,UKI
NA,UKJ,UKJ,UKJ,UKJ,UKJ,UKJ,UKJ
NA,UKL1,UKL1,UKL1,UKL1,UKL1,UKL1,UKL1
NA,UKL11,UKL11,UKL11,UKL11,UKL11,UKL11,UKL11
NA,UKL12,UKL12,UKL12,UKL12,UKL12,UKL12,UKL12
NA,UKL13,UKL13,UKL13,UKL13,UKL13,UKL13,UKL13
NA,UKL14,UKL14,UKL14,UKL14,UKL14,UKL14,UKL14
NA,UKL15,UKL15,UKL15,UKL15,UKL15,UKL15,UKL15
NA,UKL16,UKL16,UKL16,UKL16,UKL16,UKL16,UKL16
NA,UKL17,UKL17,UKL17,UKL17,UKL17,UKL17,UKL17
NA,UKL18,UKL18,UKL18,UKL18,UKL18,UKL18,UKL18
NA,UKL2,UKL2,UKL2,UKL2,UKL2,UKL2,UKL2
NA,UKL21,UKL21,UKL21,UKL21,UKL21,UKL21,UKL21
NA,UKL22,UKL22,UKL22,UKL22,UKL22,UKL22,UKL22
NA,UKL23,UKL23,UKL23,UKL23,UKL23,UKL23,UKL23
NA,UKL24,UKL24,UKL24,UKL24,UKL24,UKL24,UKL24
NA,NA,NA,NA,NA,NA,UKM1,UKM1
NA,NA,NA,NA,NA,NA,UKM10,UKM11
NA,UKM71,UKM71,UKM21,UKM21,UKM21,UKM21,UKM21
NA,UKM72,UKM72,UKM22,UKM22,UKM22,UKM22,UKM22
NA,UKM73,UKM73,UKM23,UKM23,UKM23,UKM23,UKM23
NA,NA,NA,UKM3,UKM3,UKM3,UKM3,UKM3
NA,UKM81,UKM81,UKM31,UKM31,UKM31,UKM31,UKM31
NA,NA,NA,NA,NA,NA,UKM4,UKM4
NA,LV003,LV003,LV003,LV003,LV003,LV003,NA
NA,LV006,LV006,LV006,LV006,LV006,LV006,NA
NA,LV007,LV007,LV007,LV007,LV007,LV007,NA
NA,LV008,LV008,LV008,LV008,LV008,LV008,NA
NA,NA,NA,LT00,LT00,LT00,LT00,NA
NA,NA,NA,HU10,HU10,HU10,HU10,NA
NA,NA,NA,PL1,PL1,PL1,PL1,NA
NA,NA,NA,PL12,PL12,PL12,PL12,NA
NA,NA,NA,NA,PL121,PL121,PL121,NA
NA,NA,NA,NA,PL122,PL122,PL122,NA
NA,NA,NA,PL3,PL3,PL3,PL3,NA
NA,NA,NA,NA,PL422,PL422,PL422,NA
NA,NA,NA,NA,PL423,PL423,PL421,NA
NA,NA,NA,NA,PL425,PL425,PL421,NA
NA,NA,NA,NA,PL521,PL521,PL520,NA
NA,NA,NA,NA,PL522,PL522,PL520,NA
NA,NA,NA,NA,PL631,PL631,PL631,NA
NA,NA,NA,NA,PL635,PL635,PL632,NA
NA,PT17,PT17,PT17,PT17,PT17,PT17,NA
NA,NA,NA,NA,SI01,SI01,SI00,NA
NA,NA,NA,NA,SI014,SI014,SI004,NA
NA,NA,NA,NA,SI015,SI015,SI005,NA
NA,NA,NA,NA,SI016,SI016,SI006,NA
NA,NA,NA,NA,SI02,SI02,SI00,NA
NA,NA,NA,NA,SI021,SI021,SI00E,NA
NA,UKZ,UKZ,UKZ,UKZ,UKZ,UKZ,NA
NA,UKZZ,UKZZ,UKZZ,UKZZ,UKZZ,UKZZ,NA
NA,UKZZZ,UKZZZ,UKZZZ,UKZZZ,UKZZZ,UKZZZ,NA
NA,NA,ITG2A,ITG2A,ITG2A,ITG2A,NA,NA
NA,NA,NA,NA,PL215,PL215,NA,NA
NA,NA,NA,NA,PL216,PL216,NA,NA
NA,NA,NA,NA,PL614,PL614,NA,NA
NA,NA,NA,NA,PL615,PL615,NA,NA
NA,FI197,FI197,FI197,FI197,FI197,NA,NA
NA,UKM5,UKM5,UKM5,UKM5,UKM5,NA,NA
NA,UKM50,UKM50,UKM50,UKM50,UKM50,NA,NA
NA,UKM6,UKM6,UKM6,UKM6,UKM6,NA,NA
NA,UKM62,UKM62,UKM62,UKM62,UKM62,NA,NA
NA,NA,HR04,HR04,HR04,NA,NA,NA
NA,NL33A,NL33A,NL33A,NL33A,NA,NA,NA
NA,UKD6,UKD6,UKD6,UKD6,NA,NA,NA
NA,UKD61,UKD61,UKD61,UKD61,NA,NA,NA
NA,UKD7,UKD7,UKD7,UKD7,NA,NA,NA
NA,UKD71,UKD71,UKD71,UKD71,NA,NA,NA
NA,PT16H,PT16H,PT16H,NA,NA,NA,NA
NA,PT16I,PT16I,PT16I,NA,NA,NA,NA
NA,UKM8,UKM8,NA,NA,NA,NA,NA
NA,UKM9,UKM9,NA,NA,NA,NA,NA
NA,UKN07,UKN07,NA,NA,NA,NA,NA
NA,UKN08,UKN08,NA,NA,NA,NA,NA
NA,UKN09,UKN09,NA,NA,NA,NA,NA
NA,UKN0A,UKN10,NA,NA,NA,NA,NA
NA,UKN0B,UKN11,NA,NA,NA,NA,NA
NA,UKN0C,UKN12,NA,NA,NA,NA,NA
NA,UKN0D,UKN13,NA,NA,NA,NA,NA
NA,UKN0E,UKN14,NA,NA,NA,NA,NA
NA,UKN0F,UKN15,NA,NA,NA,NA,NA
NA,UKN0G,UKN16,NA,NA,NA,NA,NA
NA,IS,IS,NA,NA,NA,NA,NA
NA,IS0,IS0,NA,NA,NA,NA,NA
NA,IS00,IS00,NA,NA,NA,NA,NA
NA,IS001,IS001,NA,NA,NA,NA,NA
NA,IS002,IS002,NA,NA,NA,NA,NA
NA,ISZ,ISZ,NA,NA,NA,NA,NA
NA,ISZZ,ISZZ,NA,NA,NA,NA,NA
NA,ISZZZ,ISZZZ,NA,NA,NA,NA,NA
NA,LI,LI,NA,NA,NA,NA,NA
NA,LI0,LI0,NA,NA,NA,NA,NA
NA,LI00,LI00,NA,NA,NA,NA,NA
NA,LI000,LI000,NA,NA,NA,NA,NA
NA,LIZ,LIZ,NA,NA,NA,NA,NA
NA,LIZZ,LIZZ,NA,NA,NA,NA,NA
NA,LIZZZ,LIZZZ,NA,NA,NA,NA,NA
NA,NO,NO,NA,NA,NA,NA,NA
NA,NO0,NO0,NA,NA,NA,NA,NA
NA,NO02,NO02,NA,NA,NA,NA,NA
NA,NO06,NO06,NA,NA,NA,NA,NA
NA,NO07,NO07,NA,NA,NA,NA,NA
NA,NO071,NO071,NA,NA,NA,NA,NA
NA,NO081,NO011,NA,NA,NA,NA,NA
NA,NO0A,NO05,NA,NA,NA,NA,NA
NA,NO0A1,NO043,NA,NA,NA,NA,NA
NA,NO0A3,NO053,NA,NA,NA,NA,NA
NA,NOZ,NOZ,NA,NA,NA,NA,NA
NA,NOZZ,NOZZ,NA,NA,NA,NA,NA
NA,NOZZZ,NOZZZ,NA,NA,NA,NA,NA
NA,CH,CH,NA,NA,NA,NA,NA
NA,CH0,CH0,NA,NA,NA,NA,NA
NA,CH01,CH01,NA,NA,NA,NA,NA
NA,CH011,CH011,NA,NA,NA,NA,NA
NA,CH012,CH012,NA,NA,NA,NA,NA
NA,CH013,CH013,NA,NA,NA,NA,NA
NA,CH02,CH02,NA,NA,NA,NA,NA
NA,CH021,CH021,NA,NA,NA,NA,NA
NA,CH022,CH022,NA,NA,NA,NA,NA
NA,CH023,CH023,NA,NA,NA,NA,NA
NA,CH024,CH024,NA,NA,NA,NA,NA
NA,CH025,CH025,NA,NA,NA,NA,NA
NA,CH03,CH03,NA,NA,NA,NA,NA
NA,CH031,CH031,NA,NA,NA,NA,NA
NA,CH032,CH032,NA,NA,NA,NA,NA
NA,CH033,CH033,NA,NA,NA,NA,NA
NA,CH04,CH04,NA,NA,NA,NA,NA
NA,CH040,CH040,NA,NA,NA,NA,NA
NA,CH05,CH05,NA,NA,NA,NA,NA
NA,CH051,CH051,NA,NA,NA,NA,NA
NA,CH052,CH052,NA,NA,NA,NA,NA
NA,CH053,CH053,NA,NA,NA,NA,NA
NA,CH054,CH054,NA,NA,NA,NA,NA
NA,CH055,CH055,NA,NA,NA,NA,NA
NA,CH056,CH056,NA,NA,NA,NA,NA
NA,CH057,CH057,NA,NA,NA,NA,NA
NA,CH06,CH06,NA,NA,NA,NA,NA
NA,CH061,CH061,NA,NA,NA,NA,NA
NA,CH062,CH062,NA,NA,NA,NA,NA
NA,CH063,CH063,NA,NA,NA,NA,NA
NA,CH064,CH064,NA,NA,NA,NA,NA
NA,CH065,CH065,NA,NA,NA,NA,NA
NA,CH066,CH066,NA,NA,NA,NA,NA
NA,CH07,CH07,NA,NA,NA,NA,NA
NA,CH070,CH070,NA,NA,NA,NA,NA
NA,CHZ,CHZ,NA,NA,NA,NA,NA
NA,CHZZ,CHZZ,NA,NA,NA,NA,NA
NA,CHZZZ,CHZZZ,NA,NA,NA,NA,NA
NA,ME,ME,NA,NA,NA,NA,NA
NA,ME0,ME0,NA,NA,NA,NA,NA
NA,ME00,ME00,NA,NA,NA,NA,NA
NA,ME000,ME000,NA,NA,NA,NA,NA
NA,MEZ,MEZ,NA,NA,NA,NA,NA
NA,MEZZ,MEZZ,NA,NA,NA,NA,NA
NA,MEZZZ,MEZZZ,NA,NA,NA,NA,NA
NA,MK,MK,NA,NA,NA,NA,NA
NA,MK0,MK0,NA,NA,NA,NA,NA
NA,MK00,MK00,NA,NA,NA,NA,NA
NA,MK001,MK001,NA,NA,NA,NA,NA
NA,MK002,MK002,NA,NA,NA,NA,NA
NA,MK003,MK003,NA,NA,NA,NA,NA
NA,MK004,MK004,NA,NA,NA,NA,NA
NA,MK005,MK005,NA,NA,NA,NA,NA
NA,MK006,MK006,NA,NA,NA,NA,NA
NA,MK007,MK007,NA,NA,NA,NA,NA
NA,MK008,MK008,NA,NA,NA,NA,NA
NA,MKZ,MKZ,NA,NA,NA,NA,NA
NA,MKZZ,MKZZ,NA,NA,NA,NA,NA
NA,MKZZZ,MKZZZ,NA,NA,NA,NA,NA
NA,AL,AL,NA,NA,NA,NA,NA
NA,AL0,AL0,NA,NA,NA,NA,NA
NA,AL01,AL01,NA,NA,NA,NA,NA
NA,AL011,AL011,NA,NA,NA,NA,NA
NA,AL012,AL012,NA,NA,NA,NA,NA
NA,AL013,AL013,NA,NA,NA,NA,NA
NA,AL014,AL014,NA,NA,NA,NA,NA
NA,AL015,AL015,NA,NA,NA,NA,NA
NA,AL02,AL02,NA,NA,NA,NA,NA
NA,AL021,AL021,NA,NA,NA,NA,NA
NA,AL022,AL022,NA,NA,NA,NA,NA
NA,AL03,AL03,NA,NA,NA,NA,NA
NA,AL031,AL031,NA,NA,NA,NA,NA
NA,AL032,AL032,NA,NA,NA,NA,NA
NA,AL033,AL033,NA,NA,NA,NA,NA
NA,AL034,AL034,NA,NA,NA,NA,NA
NA,AL035,AL035,NA,NA,NA,NA,NA
NA,ALZ,ALZ,NA,NA,NA,NA,NA
NA,ALZZ,ALZZ,NA,NA,NA,NA,NA
NA,ALZZZ,ALZZZ,NA,NA,NA,NA,NA
NA,RS,RS,NA,NA,NA,NA,NA
NA,RS1,RS1,NA,NA,NA,NA,NA
NA,RS11,RS11,NA,NA,NA,NA,NA
NA,RS110,RS110,NA,NA,NA,NA,NA
NA,RS12,RS12,NA,NA,NA,NA,NA
NA,RS121,RS121,NA,NA,NA,NA,NA
NA,RS122,RS122,NA,NA,NA,NA,NA
NA,RS123,RS123,NA,NA,NA,NA,NA
NA,RS124,RS124,NA,NA,NA,NA,NA
NA,RS125,RS125,NA,NA,NA,NA,NA
NA,RS126,RS126,NA,NA,NA,NA,NA
NA,RS127,RS127,NA,NA,NA,NA,NA
NA,RS2,RS2,NA,NA,NA,NA,NA
NA,RS21,RS21,NA,NA,NA,NA,NA
NA,RS211,RS211,NA,NA,NA,NA,NA
NA,RS212,RS212,NA,NA,NA,NA,NA
NA,RS213,RS213,NA,NA,NA,NA,NA
NA,RS214,RS214,NA,NA,NA,NA,NA
NA,RS215,RS215,NA,NA,NA,NA,NA
NA,RS216,RS216,NA,NA,NA,NA,NA
NA,RS217,RS217,NA,NA,NA,NA,NA
NA,RS218,RS218,NA,NA,NA,NA,NA
NA,RS22,RS22,NA,NA,NA,NA,NA
NA,RS221,RS221,NA,NA,NA,NA,NA
NA,RS222,RS222,NA,NA,NA,NA,NA
NA,RS223,RS223,NA,NA,NA,NA,NA
NA,RS224,RS224,NA,NA,NA,NA,NA
NA,RS225,RS225,NA,NA,NA,NA,NA
NA,RS226,RS226,NA,NA,NA,NA,NA
NA,RS227,RS227,NA,NA,NA,NA,NA
NA,RS228,RS228,NA,NA,NA,NA,NA
NA,RS229,RS229,NA,NA,NA,NA,NA
NA,RSZ,RSZ,NA,NA,NA,NA,NA
NA,RSZZ,RSZZ,NA,NA,NA,NA,NA
NA,RSZZZ,RSZZZ,NA,NA,NA,NA,NA
NA,TR,TR,NA,NA,NA,NA,NA
NA,TR1,TR1,NA,NA,NA,NA,NA
NA,TR10,TR10,NA,NA,NA,NA,NA
NA,TR100,TR100,NA,NA,NA,NA,NA
NA,TR2,TR2,NA,NA,NA,NA,NA
NA,TR21,TR21,NA,NA,NA,NA,NA
NA,TR211,TR211,NA,NA,NA,NA,NA
NA,TR212,TR212,NA,NA,NA,NA,NA
NA,TR213,TR213,NA,NA,NA,NA,NA
NA,TR22,TR22,NA,NA,NA,NA,NA
NA,TR221,TR221,NA,NA,NA,NA,NA
NA,TR222,TR222,NA,NA,NA,NA,NA
NA,TR3,TR3,NA,NA,NA,NA,NA
NA,TR31,TR31,NA,NA,NA,NA,NA
NA,TR310,TR310,NA,NA,NA,NA,NA
NA,TR32,TR32,NA,NA,NA,NA,NA
NA,TR321,TR321,NA,NA,NA,NA,NA
NA,TR322,TR322,NA,NA,NA,NA,NA
NA,TR323,TR323,NA,NA,NA,NA,NA
NA,TR33,TR33,NA,NA,NA,NA,NA
NA,TR331,TR331,NA,NA,NA,NA,NA
NA,TR332,TR332,NA,NA,NA,NA,NA
NA,TR333,TR333,NA,NA,NA,NA,NA
NA,TR334,TR334,NA,NA,NA,NA,NA
NA,TR4,TR4,NA,NA,NA,NA,NA
NA,TR41,TR41,NA,NA,NA,NA,NA
NA,TR411,TR411,NA,NA,NA,NA,NA
NA,TR412,TR412,NA,NA,NA,NA,NA
NA,TR413,TR413,NA,NA,NA,NA,NA
NA,TR42,TR42,NA,NA,NA,NA,NA
NA,TR421,TR421,NA,NA,NA,NA,NA
NA,TR422,TR422,NA,NA,NA,NA,NA
NA,TR423,TR423,NA,NA,NA,NA,NA
NA,TR424,TR424,NA,NA,NA,NA,NA
NA,TR425,TR425,NA,NA,NA,NA,NA
NA,TR5,TR5,NA,NA,NA,NA,NA
NA,TR51,TR51,NA,NA,NA,NA,NA
NA,TR510,TR510,NA,NA,NA,NA,NA
NA,TR52,TR52,NA,NA,NA,NA,NA
NA,TR521,TR521,NA,NA,NA,NA,NA
NA,TR522,TR522,NA,NA,NA,NA,NA
NA,TR6,TR6,NA,NA,NA,NA,NA
NA,TR61,TR61,NA,NA,NA,NA,NA
NA,TR611,TR611,NA,NA,NA,NA,NA
NA,TR612,TR612,NA,NA,NA,NA,NA
NA,TR613,TR613,NA,NA,NA,NA,NA
NA,TR62,TR62,NA,NA,NA,NA,NA
NA,TR621,TR621,NA,NA,NA,NA,NA
NA,TR622,TR622,NA,NA,NA,NA,NA
NA,TR63,TR63,NA,NA,NA,NA,NA
NA,TR631,TR631,NA,NA,NA,NA,NA
NA,TR632,TR632,NA,NA,NA,NA,NA
NA,TR633,TR633,NA,NA,NA,NA,NA
NA,TR7,TR7,NA,NA,NA,NA,NA
NA,TR71,TR71,NA,NA,NA,NA,NA
NA,TR711,TR711,NA,NA,NA,NA,NA
NA,TR712,TR712,NA,NA,NA,NA,NA
NA,TR713,TR713,NA,NA,NA,NA,NA
NA,TR714,TR714,NA,NA,NA,NA,NA
NA,TR715,TR715,NA,NA,NA,NA,NA
NA,TR72,TR72,NA,NA,NA,NA,NA
NA,TR721,TR721,NA,NA,NA,NA,NA
NA,TR722,TR722,NA,NA,NA,NA,NA
NA,TR723,TR723,NA,NA,NA,NA,NA
NA,TR8,TR8,NA,NA,NA,NA,NA
NA,TR81,TR81,NA,NA,NA,NA,NA
NA,TR811,TR811,NA,NA,NA,NA,NA
NA,TR812,TR812,NA,NA,NA,NA,NA
NA,TR813,TR813,NA,NA,NA,NA,NA
NA,TR82,TR82,NA,NA,NA,NA,NA
NA,TR821,TR821,NA,NA,NA,NA,NA
NA,TR822,TR822,NA,NA,NA,NA,NA
NA,TR823,TR823,NA,NA,NA,NA,NA
NA,TR83,TR83,NA,NA,NA,NA,NA
NA,TR831,TR831,NA,NA,NA,NA,NA
NA,TR832,TR832,NA,NA,NA,NA,NA
NA,TR833,TR833,NA,NA,NA,NA,NA
NA,TR834,TR834,NA,NA,NA,NA,NA
NA,TR9,TR9,NA,NA,NA,NA,NA
NA,TR90,TR90,NA,NA,NA,NA,NA
NA,TR901,TR901,NA,NA,NA,NA,NA
NA,TR902,TR902,NA,NA,NA,NA,NA
NA,TR903,TR903,NA,NA,NA,NA,NA
NA,TR904,TR904,NA,NA,NA,NA,NA
NA,TR905,TR905,NA,NA,NA,NA,NA
NA,TR906,TR906,NA,NA,NA,NA,NA
NA,TRA,TRA,NA,NA,NA,NA,NA
NA,TRA1,TRA1,NA,NA,NA,NA,NA
NA,TRA11,TRA11,NA,NA,NA,NA,NA
NA,TRA12,TRA12,NA,NA,NA,NA,NA
NA,TRA13,TRA13,NA,NA,NA,NA,NA
NA,TRA2,TRA2,NA,NA,NA,NA,NA
NA,TRA21,TRA21,NA,NA,NA,NA,NA
NA,TRA22,TRA22,NA,NA,NA,NA,NA
NA,TRA23,TRA23,NA,NA,NA,NA,NA
NA,TRA24,TRA24,NA,NA,NA,NA,NA
NA,TRB,TRB,NA,NA,NA,NA,NA
NA,TRB1,TRB1,NA,NA,NA,NA,NA
NA,TRB11,TRB11,NA,NA,NA,NA,NA
NA,TRB12,TRB12,NA,NA,NA,NA,NA
NA,TRB13,TRB13,NA,NA,NA,NA,NA
NA,TRB14,TRB14,NA,NA,NA,NA,NA
NA,TRB2,TRB2,NA,NA,NA,NA,NA
NA,TRB21,TRB21,NA,NA,NA,NA,NA
NA,TRB22,TRB22,NA,NA,NA,NA,NA
NA,TRB23,TRB23,NA,NA,NA,NA,NA
NA,TRB24,TRB24,NA,NA,NA,NA,NA
NA,TRC,TRC,NA,NA,NA,NA,NA
NA,TRC1,TRC1,NA,NA,NA,NA,NA
NA,TRC11,TRC11,NA,NA,NA,NA,NA
NA,TRC12,TRC12,NA,NA,NA,NA,NA
NA,TRC13,TRC13,NA,NA,NA,NA,NA
NA,TRC2,TRC2,NA,NA,NA,NA,NA
NA,TRC21,TRC21,NA,NA,NA,NA,NA
NA,TRC22,TRC22,NA,NA,NA,NA,NA
NA,TRC3,TRC3,NA,NA,NA,NA,NA
NA,TRC31,TRC31,NA,NA,NA,NA,NA
NA,TRC32,TRC32,NA,NA,NA,NA,NA
NA,TRC33,TRC33,NA,NA,NA,NA,NA
NA,TRC34,TRC34,NA,NA,NA,NA,NA
NA,TRZ,TRZ,NA,NA,NA,NA,NA
NA,TRZZ,TRZZ,NA,NA,NA,NA,NA
NA,TRZZZ,TRZZZ,NA,NA,NA,NA,NA
